transaction_id,customer_id,Card Type,Card Type2,Card Limit,card_id,purchase_date,purchase_amount,merchant_category,Payment_status,Applied_but_rejected,Rejection_reason
1699,641,Silver,Silver,50000,2,16-01-2023,40760,Fuel,Paid,N,
1700,287,Silver,Silver,50000,2,21-07-2023,45769,Travel,Paid,N,
1701,90,NA,NA,,,,,,,Y,Unstable Employment
1702,534,NA,NA,,,,,,,Y,Low CIBIL
1703,428,Silver,Silver,50000,2,07-08-2023,16067,Dining,Paid,N,
1704,620,NA,NA,,,,,,,Y,High Debt
1705,460,card_type,card_type,credit_limit,1,12-03-2023,29340,Fuel,Paid,N,
1706,555,card_type,card_type,credit_limit,1,08-06-2023,24331,Fuel,Paid,N,
1707,139,Platinum,Platinum,300000,4,16-03-2023,13765,Fuel,Paid,N,
1708,162,NA,NA,,,,,,,Y,High Debt
1709,70,Gold,Gold,100000,3,16-03-2023,5924,Groceries,Paid,N,
1710,784,NA,NA,,,,,,,Y,High Debt
1711,424,NA,NA,,,,,,,Y,Unstable Employment
1712,311,NA,NA,,,,,,,Y,Unstable Employment
1713,764,Platinum,Platinum,300000,4,07-04-2023,21125,Groceries,Paid,N,
1714,135,NA,NA,,,,,,,Y,Low CIBIL
1715,27,Gold,Gold,100000,3,10-11-2023,14586,Travel,Paid,N,
1716,611,Gold,Gold,100000,3,14-01-2023,29687,Dining,Paid,N,
1717,82,Platinum,Platinum,300000,4,06-11-2023,36429,Electronics,Paid,N,
1718,730,NA,NA,,,,,,,Y,High Debt
1719,189,NA,NA,,,,,,,Y,Unstable Employment
1720,504,Gold,Gold,100000,3,09-04-2023,21039,Travel,Paid,N,
1721,34,Platinum,Platinum,300000,4,08-01-2023,25603,Dining,Paid,N,
1722,423,NA,NA,,,,,,,Y,Low CIBIL
1723,761,NA,NA,,,,,,,Y,Low CIBIL
1724,776,NA,NA,,,,,,,Y,Low CIBIL
1725,68,NA,NA,,,,,,,Y,Low CIBIL
1726,450,Platinum,Platinum,300000,4,23-08-2023,28374,Travel,Paid,N,
1727,438,Gold,Gold,100000,3,08-11-2023,9715,Electronics,Paid,N,
1728,738,Platinum,Platinum,300000,4,20-10-2023,39885,Fuel,Paid,N,
1729,550,NA,NA,,,,,,,Y,Low Salary
1730,534,NA,NA,,,,,,,Y,Low Salary
1731,463,Gold,Gold,100000,3,22-01-2023,22544,Travel,Paid,N,
1732,532,Gold,Gold,100000,3,21-01-2023,12426,Fuel,Paid,N,
1733,397,NA,NA,,,,,,,Y,Low Salary
1734,195,NA,NA,,,,,,,Y,High Debt
1735,451,Gold,Gold,100000,3,27-05-2023,48360,Electronics,Paid,N,
1736,171,NA,NA,,,,,,,Y,Unstable Employment
1737,302,Gold,Gold,100000,3,14-03-2023,32001,Electronics,Paid,N,
1738,850,Silver,Silver,50000,2,14-09-2023,30274,Groceries,Default,N,
1739,185,NA,NA,,,,,,,Y,Low CIBIL
1740,403,Gold,Gold,100000,3,13-01-2023,25508,Travel,Paid,N,
1741,465,NA,NA,,,,,,,Y,Low CIBIL
1742,466,NA,NA,,,,,,,Y,Low Salary
1743,257,Gold,Gold,100000,3,31-12-2023,49428,Travel,Paid,N,
1744,736,NA,NA,,,,,,,Y,Low Salary
1745,94,NA,NA,,,,,,,Y,Low Salary
1746,724,Platinum,Platinum,300000,4,13-02-2023,18060,Fuel,Paid,N,
1747,725,NA,NA,,,,,,,Y,Unstable Employment
1748,745,Silver,Silver,50000,2,14-07-2023,24840,Groceries,Paid,N,
1749,787,NA,NA,,,,,,,Y,Low CIBIL
1750,344,Silver,Silver,50000,2,16-03-2023,25476,Travel,Paid,N,
1751,788,NA,NA,,,,,,,Y,Low Salary
1752,430,NA,NA,,,,,,,Y,High Debt
1753,317,NA,NA,,,,,,,Y,Unstable Employment
1754,296,Silver,Silver,50000,2,09-03-2023,48906,Travel,Paid,N,
1755,4,Gold,Gold,100000,3,12-09-2023,28126,Electronics,Default,N,
1756,557,Silver,Silver,50000,2,10-09-2023,33220,Travel,Paid,N,
1757,223,Gold,Gold,100000,3,15-08-2023,35501,Groceries,Paid,N,
1758,616,Silver,Silver,50000,2,08-10-2023,5200,Dining,Paid,N,
1759,635,NA,NA,,,,,,,Y,Low CIBIL
1760,51,NA,NA,,,,,,,Y,Low CIBIL
1761,152,NA,NA,,,,,,,Y,Low Salary
1762,669,NA,NA,,,,,,,Y,High Debt
1763,38,NA,NA,,,,,,,Y,Low CIBIL
1764,875,NA,NA,,,,,,,Y,Low Salary
1765,684,NA,NA,,,,,,,Y,High Debt
1766,340,Silver,Silver,50000,2,02-08-2023,44295,Travel,Default,N,
1767,166,NA,NA,,,,,,,Y,High Debt
1768,626,NA,NA,,,,,,,Y,Low CIBIL
1769,467,NA,NA,,,,,,,Y,High Debt
1770,37,NA,NA,,,,,,,Y,Low Salary
1771,787,NA,NA,,,,,,,Y,High Debt
1772,331,Gold,Gold,100000,3,04-02-2023,8360,Electronics,Paid,N,
1773,864,NA,NA,,,,,,,Y,Low Salary
1774,300,Gold,Gold,100000,3,22-12-2023,8026,Dining,Paid,N,
1775,338,Platinum,Platinum,300000,4,23-12-2023,38827,Travel,Paid,N,
1776,627,Gold,Gold,100000,3,19-11-2023,40000,Fuel,Paid,N,
1777,90,NA,NA,,,,,,,Y,Unstable Employment
1778,742,NA,NA,,,,,,,Y,High Debt
1779,438,Gold,Gold,100000,3,22-10-2023,3013,Fuel,Paid,N,
1780,363,NA,NA,,,,,,,Y,Low CIBIL
1781,630,Gold,Gold,100000,3,20-11-2023,8330,Electronics,Paid,N,
1782,505,NA,NA,,,,,,,Y,Low CIBIL
1783,625,Silver,Silver,50000,2,10-04-2023,15281,Groceries,Paid,N,
1784,122,NA,NA,,,,,,,Y,Low Salary
1785,477,card_type,card_type,credit_limit,1,17-04-2023,8410,Fuel,Paid,N,
1786,425,NA,NA,,,,,,,Y,Unstable Employment
1787,47,NA,NA,,,,,,,Y,High Debt
1788,359,NA,NA,,,,,,,Y,Low CIBIL
1789,12,NA,NA,,,,,,,Y,Low CIBIL
1790,707,Silver,Silver,50000,2,04-02-2023,16347,Dining,Paid,N,
1791,308,NA,NA,,,,,,,Y,High Debt
1792,786,Silver,Silver,50000,2,20-06-2023,6149,Dining,Paid,N,
1793,406,Gold,Gold,100000,3,10-04-2023,9620,Dining,Paid,N,
1794,854,Silver,Silver,50000,2,03-09-2023,2451,Electronics,Paid,N,
1795,817,Gold,Gold,100000,3,04-09-2023,10665,Travel,Paid,N,
1796,643,Platinum,Platinum,300000,4,02-10-2023,14852,Dining,Paid,N,
1797,474,NA,NA,,,,,,,Y,Unstable Employment
1798,761,NA,NA,,,,,,,Y,Low Salary
1799,856,Silver,Silver,50000,2,14-12-2023,10246,Dining,Paid,N,
1800,569,NA,NA,,,,,,,Y,Low Salary
1801,214,NA,NA,,,,,,,Y,High Debt
1802,819,NA,NA,,,,,,,Y,High Debt
1803,68,NA,NA,,,,,,,Y,Low CIBIL
1804,288,NA,NA,,,,,,,Y,Low Salary
1805,348,Gold,Gold,100000,3,26-03-2023,44238,Fuel,Paid,N,
1806,621,Gold,Gold,100000,3,01-03-2023,29497,Dining,Paid,N,
1807,723,Gold,Gold,100000,3,20-05-2023,42454,Electronics,Paid,N,
1808,89,Platinum,Platinum,300000,4,10-07-2023,24683,Electronics,Paid,N,
1809,850,Silver,Silver,50000,2,04-06-2023,9304,Travel,Paid,N,
1810,115,NA,NA,,,,,,,Y,High Debt
1811,804,NA,NA,,,,,,,Y,Low Salary
1812,797,NA,NA,,,,,,,Y,Low CIBIL
1813,95,Gold,Gold,100000,3,05-09-2023,27669,Fuel,Paid,N,
1814,158,NA,NA,,,,,,,Y,Low CIBIL
1815,349,NA,NA,,,,,,,Y,Unstable Employment
1816,751,Platinum,Platinum,300000,4,15-03-2023,1095,Groceries,Paid,N,
1817,842,Silver,Silver,50000,2,19-01-2023,30092,Electronics,Paid,N,
1818,397,NA,NA,,,,,,,Y,Low Salary
1819,5,NA,NA,,,,,,,Y,High Debt
1820,46,NA,NA,,,,,,,Y,Low Salary
1821,342,Platinum,Platinum,300000,4,22-02-2023,41143,Fuel,Paid,N,
1822,785,NA,NA,,,,,,,Y,High Debt
1823,24,NA,NA,,,,,,,Y,High Debt
1824,655,NA,NA,,,,,,,Y,Low CIBIL
1825,329,Silver,Silver,50000,2,22-05-2023,21323,Fuel,Paid,N,
1826,327,Gold,Gold,100000,3,20-05-2023,6472,Travel,Paid,N,
1827,162,NA,NA,,,,,,,Y,High Debt
1828,118,NA,NA,,,,,,,Y,Low Salary
1829,638,NA,NA,,,,,,,Y,Low Salary
1830,212,Gold,Gold,100000,3,19-05-2023,16382,Travel,Paid,N,
1831,722,NA,NA,,,,,,,Y,High Debt
1832,588,Silver,Silver,50000,2,09-06-2023,1358,Fuel,Paid,N,
1833,347,Platinum,Platinum,300000,4,15-01-2023,6019,Electronics,Paid,N,
1834,692,card_type,card_type,credit_limit,1,28-01-2023,24269,Groceries,Paid,N,
1835,437,NA,NA,,,,,,,Y,Unstable Employment
1836,184,Platinum,Platinum,300000,4,09-06-2023,25520,Dining,Paid,N,
1837,838,Silver,Silver,50000,2,10-12-2023,43248,Fuel,Paid,N,
1838,81,Gold,Gold,100000,3,17-02-2023,37585,Electronics,Paid,N,
1839,100,Gold,Gold,100000,3,26-11-2023,20338,Electronics,Paid,N,
1840,482,Silver,Silver,50000,2,15-03-2023,45412,Fuel,Paid,N,
1841,265,Gold,Gold,100000,3,25-12-2023,13379,Dining,Paid,N,
1842,808,NA,NA,,,,,,,Y,High Debt
1843,465,NA,NA,,,,,,,Y,Unstable Employment
1844,31,NA,NA,,,,,,,Y,Low Salary
1845,487,Gold,Gold,100000,3,25-08-2023,34298,Travel,Paid,N,
1846,290,Gold,Gold,100000,3,07-03-2023,42755,Fuel,Paid,N,
1847,106,Gold,Gold,100000,3,24-02-2023,24790,Dining,Paid,N,
1848,570,Silver,Silver,50000,2,30-09-2023,46573,Electronics,Paid,N,
1849,411,NA,NA,,,,,,,Y,Unstable Employment
1850,245,Gold,Gold,100000,3,04-09-2023,10755,Electronics,Paid,N,
1851,68,NA,NA,,,,,,,Y,High Debt
1852,214,NA,NA,,,,,,,Y,Unstable Employment
1853,804,NA,NA,,,,,,,Y,Unstable Employment
1854,581,NA,NA,,,,,,,Y,High Debt
1855,558,NA,NA,,,,,,,Y,Low CIBIL
1856,178,NA,NA,,,,,,,Y,Low Salary
1857,758,NA,NA,,,,,,,Y,Unstable Employment
1858,118,NA,NA,,,,,,,Y,Unstable Employment
1859,334,NA,NA,,,,,,,Y,Low Salary
1860,842,Gold,Gold,100000,3,27-07-2023,1947,Groceries,Paid,N,
1861,613,Silver,Silver,50000,2,02-11-2023,43505,Electronics,Paid,N,
1862,336,Gold,Gold,100000,3,01-02-2023,29695,Groceries,Paid,N,
1863,223,Silver,Silver,50000,2,22-11-2023,3350,Groceries,Paid,N,
1864,776,NA,NA,,,,,,,Y,Low CIBIL
1865,677,NA,NA,,,,,,,Y,Low CIBIL
1866,464,Platinum,Platinum,300000,4,23-10-2023,28900,Electronics,Paid,N,
1867,201,Gold,Gold,100000,3,12-06-2023,12453,Dining,Paid,N,
1868,584,Gold,Gold,100000,3,11-08-2023,41374,Dining,Paid,N,
1869,92,NA,NA,,,,,,,Y,Low Salary
1870,627,Platinum,Platinum,300000,4,31-05-2023,24035,Groceries,Paid,N,
1871,379,NA,NA,,,,,,,Y,Low Salary
1872,1,NA,NA,,,,,,,Y,High Debt
1873,113,NA,NA,,,,,,,Y,High Debt
1874,887,Silver,Silver,50000,2,26-12-2023,10500,Fuel,Paid,N,
1875,404,NA,NA,,,,,,,Y,High Debt
1876,729,Gold,Gold,100000,3,11-08-2023,10003,Fuel,Paid,N,
1877,217,NA,NA,,,,,,,Y,Low CIBIL
1878,487,Gold,Gold,100000,3,16-07-2023,15993,Dining,Paid,N,
1879,861,NA,NA,,,,,,,Y,Unstable Employment
1880,158,NA,NA,,,,,,,Y,High Debt
1881,894,NA,NA,,,,,,,Y,Low CIBIL
1882,138,NA,NA,,,,,,,Y,Low Salary
1883,74,NA,NA,,,,,,,Y,Low Salary
1884,148,Gold,Gold,100000,3,11-03-2023,4555,Groceries,Paid,N,
1885,141,Gold,Gold,100000,3,23-12-2023,38670,Fuel,Paid,N,
1886,436,NA,NA,,,,,,,Y,Low CIBIL
1887,466,NA,NA,,,,,,,Y,Unstable Employment
1888,566,NA,NA,,,,,,,Y,Unstable Employment
1889,394,Platinum,Platinum,300000,4,06-08-2023,32908,Fuel,Paid,N,
1890,8,Platinum,Platinum,300000,4,02-05-2023,42549,Fuel,Paid,N,
1891,276,Platinum,Platinum,300000,4,23-10-2023,34940,Dining,Paid,N,
1892,35,Silver,Silver,50000,2,27-12-2023,28751,Dining,Paid,N,
1893,116,Gold,Gold,100000,3,10-02-2023,5032,Travel,Paid,N,
1894,748,Gold,Gold,100000,3,10-02-2023,5424,Fuel,Paid,N,
1895,625,Silver,Silver,50000,2,19-11-2023,48537,Groceries,Paid,N,
1896,701,NA,NA,,,,,,,Y,High Debt
1897,628,Silver,Silver,50000,2,01-10-2023,13046,Groceries,Paid,N,
1898,481,Platinum,Platinum,300000,4,29-08-2023,27079,Fuel,Paid,N,
1899,752,NA,NA,,,,,,,Y,High Debt
1900,432,Gold,Gold,100000,3,31-05-2023,6585,Dining,Paid,N,
1901,172,Silver,Silver,50000,2,02-11-2023,12890,Dining,Paid,N,
1902,745,Gold,Gold,100000,3,31-08-2023,13780,Fuel,Paid,N,
1903,174,NA,NA,,,,,,,Y,Low Salary
1904,673,Gold,Gold,100000,3,16-11-2023,24618,Groceries,Paid,N,
1905,294,NA,NA,,,,,,,Y,Unstable Employment
1906,85,NA,NA,,,,,,,Y,Low CIBIL
1907,518,NA,NA,,,,,,,Y,Low Salary
1908,872,NA,NA,,,,,,,Y,High Debt
1909,259,Gold,Gold,100000,3,21-05-2023,5364,Dining,Paid,N,
1910,15,Silver,Silver,50000,2,30-10-2023,42584,Travel,Paid,N,
1911,675,Silver,Silver,50000,2,31-03-2023,34489,Dining,Paid,N,
1912,802,NA,NA,,,,,,,Y,Low CIBIL
1913,497,NA,NA,,,,,,,Y,Low CIBIL
1914,819,NA,NA,,,,,,,Y,Low Salary
1915,352,Silver,Silver,50000,2,01-11-2023,36128,Travel,Paid,N,
1916,858,Gold,Gold,100000,3,31-07-2023,27349,Electronics,Paid,N,
1917,244,Platinum,Platinum,300000,4,27-03-2023,28066,Travel,Paid,N,
1918,592,NA,NA,,,,,,,Y,High Debt
1919,56,Platinum,Platinum,300000,4,01-03-2023,11202,Groceries,Paid,N,
1920,172,Gold,Gold,100000,3,04-06-2023,41696,Electronics,Paid,N,
1921,765,NA,NA,,,,,,,Y,Low CIBIL
1922,389,NA,NA,,,,,,,Y,Unstable Employment
1923,486,Gold,Gold,100000,3,11-08-2023,15885,Groceries,Paid,N,
1924,296,Gold,Gold,100000,3,11-06-2023,9836,Fuel,Paid,N,
1925,700,Gold,Gold,100000,3,30-09-2023,31725,Dining,Paid,N,
1926,865,Gold,Gold,100000,3,30-11-2023,36521,Dining,Paid,N,
1927,344,Gold,Gold,100000,3,20-02-2023,4282,Dining,Paid,N,
1928,671,Silver,Silver,50000,2,12-12-2023,23841,Travel,Paid,N,
1929,752,NA,NA,,,,,,,Y,Low CIBIL
1930,533,Silver,Silver,50000,2,03-04-2023,24594,Dining,Paid,N,
1931,561,Gold,Gold,100000,3,04-02-2023,49611,Groceries,Paid,N,
1932,422,NA,NA,,,,,,,Y,Low Salary
1933,538,NA,NA,,,,,,,Y,Low Salary
1934,702,NA,NA,,,,,,,Y,Unstable Employment
1935,360,Gold,Gold,100000,3,09-05-2023,24366,Travel,Paid,N,
1936,35,Silver,Silver,50000,2,30-01-2023,19549,Fuel,Paid,N,
1937,673,Silver,Silver,50000,2,23-11-2023,43219,Groceries,Paid,N,
1938,726,Silver,Silver,50000,2,06-11-2023,31492,Travel,Paid,N,
1939,385,Silver,Silver,50000,2,23-12-2023,49537,Travel,Paid,N,
1940,260,NA,NA,,,,,,,Y,High Debt
1941,479,Silver,Silver,50000,2,22-05-2023,15067,Electronics,Paid,N,
1942,709,Platinum,Platinum,300000,4,07-02-2023,44951,Dining,Paid,N,
1943,796,NA,NA,,,,,,,Y,Low Salary
1944,392,Gold,Gold,100000,3,31-01-2023,4013,Dining,Paid,N,
1945,833,NA,NA,,,,,,,Y,High Debt
1946,183,Gold,Gold,100000,3,13-04-2023,13835,Fuel,Default,N,
1947,403,Silver,Silver,50000,2,25-02-2023,44640,Travel,Paid,N,
1948,554,Gold,Gold,100000,3,26-11-2023,39090,Groceries,Paid,N,
1949,453,NA,NA,,,,,,,Y,High Debt
1950,106,Silver,Silver,50000,2,20-10-2023,15337,Dining,Paid,N,
1951,796,NA,NA,,,,,,,Y,Unstable Employment
1952,20,NA,NA,,,,,,,Y,Unstable Employment
1953,153,NA,NA,,,,,,,Y,Low Salary
1954,39,NA,NA,,,,,,,Y,Unstable Employment
1955,273,Gold,Gold,100000,3,20-07-2023,12622,Fuel,Paid,N,
1956,4,Gold,Gold,100000,3,26-07-2023,35340,Groceries,Paid,N,
1957,554,Silver,Silver,50000,2,19-12-2023,31507,Electronics,Default,N,
1958,125,Platinum,Platinum,300000,4,05-06-2023,41797,Electronics,Paid,N,
1959,57,Silver,Silver,50000,2,24-06-2023,28184,Groceries,Paid,N,
1960,862,NA,NA,,,,,,,Y,Unstable Employment
1961,779,NA,NA,,,,,,,Y,High Debt
1962,664,NA,NA,,,,,,,Y,Low CIBIL
1963,181,Silver,Silver,50000,2,05-12-2023,26893,Travel,Paid,N,
1964,307,Gold,Gold,100000,3,19-11-2023,23254,Dining,Paid,N,
1965,499,NA,NA,,,,,,,Y,Low Salary
1966,648,Gold,Gold,100000,3,13-03-2023,21299,Groceries,Paid,N,
1967,198,NA,NA,,,,,,,Y,Low Salary
1968,738,Gold,Gold,100000,3,02-02-2023,39227,Fuel,Paid,N,
1969,659,NA,NA,,,,,,,Y,High Debt
1970,512,Gold,Gold,100000,3,09-01-2023,9607,Groceries,Paid,N,
1971,348,Silver,Silver,50000,2,22-01-2023,6493,Electronics,Paid,N,
1972,122,NA,NA,,,,,,,Y,Low CIBIL
1973,827,Gold,Gold,100000,3,02-10-2023,31305,Travel,Paid,N,
1974,759,Silver,Silver,50000,2,19-01-2023,28614,Travel,Paid,N,
1975,501,NA,NA,,,,,,,Y,Low Salary
1976,483,Gold,Gold,100000,3,29-11-2023,38289,Travel,Paid,N,
1977,15,Silver,Silver,50000,2,07-06-2023,46814,Groceries,Paid,N,
1978,468,Gold,Gold,100000,3,02-02-2023,43442,Groceries,Paid,N,
1979,117,Gold,Gold,100000,3,12-11-2023,16638,Travel,Paid,N,
1980,65,Gold,Gold,100000,3,14-12-2023,45027,Electronics,Paid,N,
1981,333,NA,NA,,,,,,,Y,Low Salary
1982,701,NA,NA,,,,,,,Y,Low CIBIL
1983,330,Silver,Silver,50000,2,31-10-2023,9690,Travel,Paid,N,
1984,344,Silver,Silver,50000,2,14-03-2023,27223,Electronics,Paid,N,
1985,173,NA,NA,,,,,,,Y,High Debt
1986,567,NA,NA,,,,,,,Y,Low CIBIL
1987,450,Gold,Gold,100000,3,21-01-2023,13386,Travel,Paid,N,
1988,103,Platinum,Platinum,300000,4,09-01-2023,17279,Electronics,Paid,N,
1989,83,NA,NA,,,,,,,Y,Low Salary
1990,8,Gold,Gold,100000,3,28-12-2023,28674,Fuel,Paid,N,
1991,291,NA,NA,,,,,,,Y,Unstable Employment
1992,711,NA,NA,,,,,,,Y,Unstable Employment
1993,709,Gold,Gold,100000,3,24-11-2023,29586,Dining,Paid,N,
1994,536,Gold,Gold,100000,3,31-03-2023,17822,Fuel,Paid,N,
1995,709,Gold,Gold,100000,3,13-09-2023,43096,Fuel,Paid,N,
1996,91,Gold,Gold,100000,3,03-01-2023,35778,Fuel,Paid,N,
1997,242,card_type,card_type,credit_limit,1,29-09-2023,18533,Groceries,Paid,N,
1998,634,Gold,Gold,100000,3,04-10-2023,20574,Fuel,Paid,N,
1999,225,NA,NA,,,,,,,Y,Unstable Employment
2000,789,Silver,Silver,50000,2,10-04-2023,3935,Groceries,Paid,N,
2001,816,Silver,Silver,50000,2,31-08-2023,36469,Electronics,Paid,N,
2002,181,Silver,Silver,50000,2,23-01-2023,29442,Groceries,Paid,N,
2003,661,NA,NA,,,,,,,Y,High Debt
2004,292,NA,NA,,,,,,,Y,Low CIBIL
2005,446,Silver,Silver,50000,2,21-08-2023,29559,Groceries,Paid,N,
2006,107,NA,NA,,,,,,,Y,Low Salary
2007,551,Silver,Silver,50000,2,15-01-2023,48421,Electronics,Paid,N,
2008,528,Silver,Silver,50000,2,01-05-2023,33326,Electronics,Paid,N,
2009,607,Gold,Gold,100000,3,13-12-2023,30797,Dining,Paid,N,
2010,236,NA,NA,,,,,,,Y,Low Salary
2011,334,NA,NA,,,,,,,Y,Low CIBIL
2012,101,Silver,Silver,50000,2,13-04-2023,44390,Electronics,Paid,N,
2013,226,Gold,Gold,100000,3,06-09-2023,21822,Groceries,Paid,N,
2014,447,card_type,card_type,credit_limit,1,09-11-2023,36239,Electronics,Paid,N,
2015,183,Gold,Gold,100000,3,23-08-2023,10219,Travel,Paid,N,
2016,648,Gold,Gold,100000,3,14-04-2023,14517,Dining,Paid,N,
2017,131,Gold,Gold,100000,3,31-01-2023,8814,Dining,Paid,N,
2018,140,NA,NA,,,,,,,Y,Low Salary
2019,873,NA,NA,,,,,,,Y,Unstable Employment
2020,470,Platinum,Platinum,300000,4,25-06-2023,28795,Travel,Paid,N,
2021,303,NA,NA,,,,,,,Y,Low CIBIL
2022,809,NA,NA,,,,,,,Y,Low CIBIL
2023,592,NA,NA,,,,,,,Y,Low CIBIL
2024,89,Platinum,Platinum,300000,4,08-09-2023,10128,Travel,Paid,N,
2025,606,NA,NA,,,,,,,Y,Unstable Employment
2026,858,Gold,Gold,100000,3,08-08-2023,42622,Travel,Paid,N,
2027,254,NA,NA,,,,,,,Y,High Debt
2028,445,Gold,Gold,100000,3,30-10-2023,11992,Travel,Paid,N,
2029,588,Silver,Silver,50000,2,23-01-2023,36613,Groceries,Paid,N,
2030,482,Silver,Silver,50000,2,21-07-2023,15857,Electronics,Paid,N,
2031,830,NA,NA,,,,,,,Y,Low Salary
2032,464,Platinum,Platinum,300000,4,13-10-2023,33829,Groceries,Paid,N,
2033,710,Gold,Gold,100000,3,09-03-2023,20865,Dining,Paid,N,
2034,303,NA,NA,,,,,,,Y,Low CIBIL
2035,664,NA,NA,,,,,,,Y,Low Salary
2036,17,Gold,Gold,100000,3,24-03-2023,39529,Electronics,Paid,N,
2037,879,Silver,Silver,50000,2,26-08-2023,2237,Travel,Paid,N,
2038,896,Gold,Gold,100000,3,09-07-2023,9596,Electronics,Paid,N,
2039,721,NA,NA,,,,,,,Y,Low Salary
2040,882,Gold,Gold,100000,3,20-12-2023,20438,Dining,Paid,N,
2041,544,NA,NA,,,,,,,Y,Low Salary
2042,304,NA,NA,,,,,,,Y,Unstable Employment
2043,771,NA,NA,,,,,,,Y,High Debt
2044,715,NA,NA,,,,,,,Y,Low CIBIL
2045,807,Silver,Silver,50000,2,21-06-2023,13182,Groceries,Paid,N,
2046,528,Gold,Gold,100000,3,26-02-2023,27999,Electronics,Paid,N,
2047,375,NA,NA,,,,,,,Y,Unstable Employment
2048,634,Silver,Silver,50000,2,31-03-2023,44991,Fuel,Paid,N,
2049,722,NA,NA,,,,,,,Y,Low Salary
2050,575,Silver,Silver,50000,2,21-06-2023,45366,Travel,Paid,N,
2051,553,Gold,Gold,100000,3,25-10-2023,42394,Travel,Paid,N,
2052,772,Silver,Silver,50000,2,17-05-2023,46657,Fuel,Paid,N,
2053,697,NA,NA,,,,,,,Y,Unstable Employment
2054,284,NA,NA,,,,,,,Y,Low Salary
2055,65,Platinum,Platinum,300000,4,06-09-2023,41534,Fuel,Paid,N,
2056,540,Gold,Gold,100000,3,30-09-2023,794,Fuel,Paid,N,
2057,300,Gold,Gold,100000,3,11-12-2023,33036,Groceries,Paid,N,
2058,193,NA,NA,,,,,,,Y,Unstable Employment
2059,90,NA,NA,,,,,,,Y,Low Salary
2060,401,NA,NA,,,,,,,Y,Low CIBIL
2061,296,Silver,Silver,50000,2,22-05-2023,25096,Groceries,Paid,N,
2062,714,Gold,Gold,100000,3,15-04-2023,33149,Fuel,Paid,N,
2063,643,Gold,Gold,100000,3,16-12-2023,11934,Fuel,Paid,N,
2064,136,NA,NA,,,,,,,Y,Unstable Employment
2065,356,Platinum,Platinum,300000,4,27-11-2023,38598,Groceries,Paid,N,
2066,299,Gold,Gold,100000,3,29-04-2023,5155,Fuel,Paid,N,
2067,661,NA,NA,,,,,,,Y,High Debt
2068,422,NA,NA,,,,,,,Y,High Debt
2069,672,NA,NA,,,,,,,Y,High Debt
2070,498,Silver,Silver,50000,2,18-10-2023,17993,Travel,Paid,N,
2071,809,NA,NA,,,,,,,Y,High Debt
2072,176,Gold,Gold,100000,3,10-07-2023,46728,Dining,Paid,N,
2073,789,Silver,Silver,50000,2,26-05-2023,4271,Electronics,Paid,N,
2074,171,NA,NA,,,,,,,Y,Low CIBIL
2075,729,Gold,Gold,100000,3,31-03-2023,9063,Travel,Paid,N,
2076,166,NA,NA,,,,,,,Y,Low CIBIL
2077,120,Silver,Silver,50000,2,22-10-2023,18058,Travel,Paid,N,
2078,452,NA,NA,,,,,,,Y,High Debt
2079,379,NA,NA,,,,,,,Y,Low CIBIL
2080,211,Silver,Silver,50000,2,26-06-2023,34432,Travel,Paid,N,
2081,382,NA,NA,,,,,,,Y,Unstable Employment
2082,553,Gold,Gold,100000,3,04-03-2023,42743,Groceries,Paid,N,
2083,415,Gold,Gold,100000,3,23-08-2023,27067,Dining,Paid,N,
2084,160,Silver,Silver,50000,2,07-10-2023,32876,Fuel,Paid,N,
2085,340,Gold,Gold,100000,3,29-05-2023,22422,Fuel,Paid,N,
2086,683,NA,NA,,,,,,,Y,Low CIBIL
2087,819,NA,NA,,,,,,,Y,Unstable Employment
2088,347,Gold,Gold,100000,3,21-01-2023,12888,Travel,Paid,N,
2089,695,NA,NA,,,,,,,Y,Low Salary
2090,316,Silver,Silver,50000,2,23-04-2023,29832,Electronics,Paid,N,
2091,366,Silver,Silver,50000,2,08-11-2023,47237,Travel,Paid,N,
2092,598,NA,NA,,,,,,,Y,Low CIBIL
2093,801,Gold,Gold,100000,3,12-02-2023,23995,Fuel,Paid,N,
2094,870,Gold,Gold,100000,3,14-02-2023,8934,Fuel,Paid,N,
2095,404,NA,NA,,,,,,,Y,Low CIBIL
2096,503,NA,NA,,,,,,,Y,High Debt
2097,618,Silver,Silver,50000,2,04-07-2023,21491,Electronics,Paid,N,
2098,152,NA,NA,,,,,,,Y,Unstable Employment
2099,379,NA,NA,,,,,,,Y,Unstable Employment
2100,382,NA,NA,,,,,,,Y,Low Salary
2101,292,NA,NA,,,,,,,Y,High Debt
2102,360,Platinum,Platinum,300000,4,15-10-2023,27972,Groceries,Paid,N,
2103,221,Gold,Gold,100000,3,01-08-2023,40530,Electronics,Paid,N,
2104,296,Silver,Silver,50000,2,06-08-2023,27349,Electronics,Paid,N,
2105,143,Silver,Silver,50000,2,05-06-2023,2041,Electronics,Paid,N,
2106,889,Gold,Gold,100000,3,30-10-2023,3265,Electronics,Paid,N,
2107,91,Silver,Silver,50000,2,20-05-2023,43574,Electronics,Paid,N,
2108,180,NA,NA,,,,,,,Y,Unstable Employment
2109,728,NA,NA,,,,,,,Y,Low CIBIL
2110,205,NA,NA,,,,,,,Y,Low CIBIL
2111,853,NA,NA,,,,,,,Y,Unstable Employment
